,ABUNDANCE,GENUS_SPECIES,PLOT,YEAR
3310,12,Gadus morhua,12,1998
3321,6,Gadus morhua,12,2001
3325,15,Gadus morhua,12,1997
3326,11,Gadus morhua,12,1999
3328,11,Gadus morhua,12,2000
3335,10,Gadus morhua,12,2008
3347,23,Gadus morhua,12,2004
3349,24,Gadus morhua,12,2005
3351,29,Gadus morhua,12,1995
3355,30,Gadus morhua,12,2007
3366,58,Gadus morhua,12,1996
3380,1,Solea solea,12,1995
3647,1,Anguilla anguilla,14,1997
3651,1,Zoarces viviparus,14,2008
3659,3,Ctenolabrus rupestris,14,1995
3660,3,Ctenolabrus rupestris,14,1996
3661,3,Ctenolabrus rupestris,14,1997
3662,3,Ctenolabrus rupestris,14,1998
3663,3,Ctenolabrus rupestris,14,1999
3664,3,Ctenolabrus rupestris,14,2000
3665,3,Ctenolabrus rupestris,14,2001
3666,3,Ctenolabrus rupestris,14,2002
3667,3,Ctenolabrus rupestris,14,2005
3668,3,Ctenolabrus rupestris,14,2006
3669,3,Ctenolabrus rupestris,14,2008
3675,1,Labrus bergylta,14,1995
3676,1,Labrus bergylta,14,1996
3677,1,Labrus bergylta,14,1997
3678,1,Labrus bergylta,14,2005
3683,1,Cyanea capillata,14,1996
3686,2,Cyanea capillata,14,1997
3687,2,Cyanea capillata,14,2005
3688,3,Cyanea capillata,14,2008
3690,4,Cyanea capillata,14,1998
3692,11,Cyanea capillata,14,2000
3693,1,Sprattus sprattus,14,2006
3694,3,Sprattus sprattus,14,2001
3695,3,Sprattus sprattus,14,2004
3701,1,Symphodus melops,14,2006
3705,2,Symphodus melops,14,2001
3706,2,Symphodus melops,14,2008
3708,5,Symphodus melops,14,1997
3709,5,Symphodus melops,14,2005
3712,1,Merlangius merlangus,14,1996
3713,1,Merlangius merlangus,14,2005
3714,1,Merlangius merlangus,14,2008
3715,2,Merlangius merlangus,14,1998
3716,2,Merlangius merlangus,14,2007
3720,3,Merlangius merlangus,14,1997
3723,4,Merlangius merlangus,14,1995
3724,4,Merlangius merlangus,14,1999
3725,5,Merlangius merlangus,14,2003
3728,23,Merlangius merlangus,14,2001
3729,24,Merlangius merlangus,14,2004
3731,34,Merlangius merlangus,14,2000
3734,1,Eutrigla gurnardus,14,2000
3735,2,Eutrigla gurnardus,14,1999
3739,1,Pollachius pollachius,14,1996
3742,6,Pollachius pollachius,14,2008
3745,4,Pollachius pollachius,14,1997
3746,5,Pollachius pollachius,14,1995
3750,3,Manetyngel unknown,14,2002
3751,3,Manetyngel unknown,14,2008
3754,5,Manetyngel unknown,14,2007
3757,1,Labrus bimaculatus,14,1996
3758,1,Labrus bimaculatus,14,1998
3766,3,Pomatoschistus minutus,14,1995
3767,3,Pomatoschistus minutus,14,1996
3768,3,Pomatoschistus minutus,14,1997
3769,3,Pomatoschistus minutus,14,1998
3770,3,Pomatoschistus minutus,14,1999
3771,3,Pomatoschistus minutus,14,2000
3772,3,Pomatoschistus minutus,14,2001
3773,3,Pomatoschistus minutus,14,2002
3774,3,Pomatoschistus minutus,14,2003
3775,3,Pomatoschistus minutus,14,2004
3776,3,Pomatoschistus minutus,14,2005
3777,3,Pomatoschistus minutus,14,2006
3778,3,Pomatoschistus minutus,14,2007
3779,3,Pomatoschistus minutus,14,2008
3789,2,Pollachius virens,14,1997
3790,1,Pollachius virens,14,2000
3792,73,Pollachius virens,14,1995
3793,1,Pollachius virens,14,1998
3796,2,Clupea harengus,14,2001
3799,1,Salmo trutta,14,1998
3800,1,Salmo trutta,14,2005
3802,2,Salmo trutta,14,2000
3803,2,Salmo trutta,14,2001
3804,2,Salmo trutta,14,2002
3805,2,Salmo trutta,14,2006
3806,2,Salmo trutta,14,2007
3810,2,Polioptila caerulea,14,2003
3811,2,Polioptila caerulea,14,2006
3812,1,Asteroidea,14,2006
3815,3,Asteroidea,14,1995
3818,1,Platichthys flesus,14,1996
3819,1,Platichthys flesus,14,1997
3820,1,Platichthys flesus,14,1998
3824,2,Platichthys flesus,14,2005
3825,2,Platichthys flesus,14,2008
3828,3,Platichthys flesus,14,2001
3829,3,Platichthys flesus,14,2002
3830,3,Platichthys flesus,14,2003
3833,4,Platichthys flesus,14,1999
3836,2,Gasterosteidae,14,1996
3837,2,Gasterosteidae,14,1998
3838,2,Gasterosteidae,14,1999
3839,2,Gasterosteidae,14,2002
3840,2,Gasterosteidae,14,2006
3841,2,Gasterosteidae,14,2007
3842,2,Gasterosteidae,14,2008
3849,3,Gasterosteidae,14,1995
3850,3,Gasterosteidae,14,1997
3851,3,Gasterosteidae,14,2000
3852,3,Gasterosteidae,14,2004
3854,4,Gasterosteidae,14,2005
3861,2,Palaemon adspersus,14,1998
3862,2,Palaemon adspersus,14,1999
3863,2,Palaemon adspersus,14,2000
3864,2,Palaemon adspersus,14,2002
3865,2,Palaemon adspersus,14,2003
3866,2,Palaemon adspersus,14,2004
3870,3,Palaemon adspersus,14,1995
3871,3,Palaemon adspersus,14,2005
3873,4,Palaemon adspersus,14,1996
3874,4,Palaemon adspersus,14,1997
3882,2,Trachurus trachurus,14,1999
3883,3,Trachurus trachurus,14,2003
3885,5,Trachurus trachurus,14,2006
3887,2,Gobiusculus flavescens,14,2008
3893,3,Gobiusculus flavescens,14,1995
3894,3,Gobiusculus flavescens,14,2002
3895,3,Gobiusculus flavescens,14,2004
3896,3,Gobiusculus flavescens,14,2005
3897,3,Gobiusculus flavescens,14,2007
3898,4,Gobiusculus flavescens,14,1996
3902,1,Sygnathus typhle,14,1995
3903,1,Sygnathus typhle,14,2004
3904,1,Sygnathus typhle,14,2006
3914,1,Gadus morhua,14,2001
3917,3,Gadus morhua,14,2004
3920,7,Gadus morhua,14,1997
3923,7,Gadus morhua,14,2007
3924,8,Gadus morhua,14,2003
3926,9,Gadus morhua,14,2000
3927,9,Gadus morhua,14,2008
3930,24,Gadus morhua,14,1998
3931,20,Gadus morhua,14,2005
3932,23,Gadus morhua,14,1995
3935,74,Gadus morhua,14,1996
3962,2,Zoarces viviparus,15,1995
3997,3,Ctenolabrus rupestris,15,1996
3998,3,Ctenolabrus rupestris,15,1998
3999,3,Ctenolabrus rupestris,15,2002
4000,3,Ctenolabrus rupestris,15,2003
4001,3,Ctenolabrus rupestris,15,2005
4002,3,Ctenolabrus rupestris,15,2006
4003,3,Ctenolabrus rupestris,15,2008
4011,1,Labrus bergylta,15,2001
4012,1,Labrus bergylta,15,2003
4013,1,Labrus bergylta,15,2006
4017,2,Labrus bergylta,15,2002
4018,5,Labrus bergylta,15,1997
4025,1,Cyanea capillata,15,2001
4037,2,Cyanea capillata,15,1995
4038,2,Cyanea capillata,15,2006
4039,2,Cyanea capillata,15,2007
4050,5,Cyanea capillata,15,1997
4051,5,Cyanea capillata,15,1998
4053,6,Cyanea capillata,15,2000
4072,2,Sprattus sprattus,15,1997
4073,2,Sprattus sprattus,15,2004
4074,3,Sprattus sprattus,15,2001
4085,1,Callionymus lyra,15,2000
4086,1,Callionymus lyra,15,2001
4103,1,Symphodus melops,15,1996
4104,1,Symphodus melops,15,1997
4110,2,Symphodus melops,15,2006
4115,3,Symphodus melops,15,1995
4116,3,Symphodus melops,15,2002
4117,3,Symphodus melops,15,2008
4120,4,Symphodus melops,15,2001
4121,4,Symphodus melops,15,2003
4122,5,Symphodus melops,15,2000
4123,5,Symphodus melops,15,2005
4131,2,Merlangius merlangus,15,2001
4132,2,Merlangius merlangus,15,2005
4135,4,Merlangius merlangus,15,1997
4140,4,Merlangius merlangus,15,1999
4145,5,Merlangius merlangus,15,2008
4149,6,Merlangius merlangus,15,1998
4163,12,Merlangius merlangus,15,1996
4169,16,Merlangius merlangus,15,2000
4172,23,Merlangius merlangus,15,1995
4214,1,Eutrigla gurnardus,15,1998
4215,1,Eutrigla gurnardus,15,2000
4216,1,Eutrigla gurnardus,15,2004
4219,2,Eutrigla gurnardus,15,2001
4223,2,Crystallogobius linearis,15,1999
4224,2,Crystallogobius linearis,15,2000
4225,2,Crystallogobius linearis,15,2004
4230,3,Crystallogobius linearis,15,2006
4246,2,Pollachius pollachius,15,2001
4273,1,Pollachius pollachius,15,1995
4274,1,Pollachius pollachius,15,1997
4283,2,Manetyngel unknown,15,2002
4284,4,Manetyngel unknown,15,2008
4285,5,Manetyngel unknown,15,2007
4293,1,Pleuronectes platessa,15,2000
4344,3,Pomatoschistus minutus,15,1995
4345,3,Pomatoschistus minutus,15,1996
4346,3,Pomatoschistus minutus,15,1997
4347,3,Pomatoschistus minutus,15,1998
4348,3,Pomatoschistus minutus,15,1999
4349,3,Pomatoschistus minutus,15,2000
4350,3,Pomatoschistus minutus,15,2001
4351,3,Pomatoschistus minutus,15,2002
4352,3,Pomatoschistus minutus,15,2003
4353,3,Pomatoschistus minutus,15,2004
4354,3,Pomatoschistus minutus,15,2005
4355,3,Pomatoschistus minutus,15,2006
4356,3,Pomatoschistus minutus,15,2007
4357,3,Pomatoschistus minutus,15,2008
4371,1,Limanda limanda,15,1998
4372,1,Limanda limanda,15,1999
4375,1,Pollachius virens,15,1995
4397,1,Salmo trutta,15,1996
4398,1,Salmo trutta,15,2000
4399,1,Salmo trutta,15,2004
4405,2,Salmo trutta,15,1998
4424,3,Asteroidea,15,1995
4438,1,Platichthys flesus,15,2000
4439,1,Platichthys flesus,15,2003
4440,1,Platichthys flesus,15,2007
4441,1,Platichthys flesus,15,2008
4454,2,Platichthys flesus,15,1997
4455,2,Platichthys flesus,15,1998
4479,3,Platichthys flesus,15,1999
4480,3,Platichthys flesus,15,2001
4482,1,Gasterosteidae,15,2006
4494,2,Gasterosteidae,15,1996
4495,2,Gasterosteidae,15,1998
4496,2,Gasterosteidae,15,1999
4497,2,Gasterosteidae,15,2000
4498,2,Gasterosteidae,15,2002
4499,2,Gasterosteidae,15,2003
4500,2,Gasterosteidae,15,2004
4501,2,Gasterosteidae,15,2007
4502,2,Gasterosteidae,15,2008
4534,3,Gasterosteidae,15,2001
4535,3,Gasterosteidae,15,2005
4543,1,Carcinus maenas,15,2004
4558,2,Palaemon adspersus,15,1997
4559,2,Palaemon adspersus,15,1998
4560,2,Palaemon adspersus,15,2000
4561,2,Palaemon adspersus,15,2004
4562,2,Palaemon adspersus,15,2005
4563,2,Palaemon adspersus,15,2006
4578,3,Palaemon adspersus,15,1995
4579,3,Palaemon adspersus,15,2003
4585,4,Palaemon adspersus,15,1996
4600,2,Trisopterus minutus,15,2004
4608,3,Trisopterus minutus,15,2001
4613,1,Trachurus trachurus,15,1996
4614,1,Trachurus trachurus,15,2003
4621,5,Trachurus trachurus,15,1997
4629,2,Gobiusculus flavescens,15,1998
4630,2,Gobiusculus flavescens,15,1999
4631,2,Gobiusculus flavescens,15,2000
4632,2,Gobiusculus flavescens,15,2002
4633,2,Gobiusculus flavescens,15,2003
4634,2,Gobiusculus flavescens,15,2004
4635,2,Gobiusculus flavescens,15,2006
4664,3,Gobiusculus flavescens,15,1995
4665,3,Gobiusculus flavescens,15,2007
4679,1,Sygnathus typhle,15,1998
4680,1,Sygnathus typhle,15,2000
4681,1,Sygnathus typhle,15,2004
4712,3,Sygnathus typhle,15,1997
4713,3,Sygnathus typhle,15,2005
4717,1,Spinachia spinachia,15,1997
4718,1,Spinachia spinachia,15,2001
4719,1,Spinachia spinachia,15,2007
4730,2,Gadus morhua,15,1997
4731,1,Gadus morhua,15,2003
4732,1,Gadus morhua,15,2004
4733,1,Gadus morhua,15,2006
4744,3,Gadus morhua,15,1999
4745,3,Gadus morhua,15,2007
4755,7,Gadus morhua,15,2008
4759,7,Gadus morhua,15,2005
4764,10,Gadus morhua,15,2001
4779,17,Gadus morhua,15,1998
4781,19,Gadus morhua,15,2000
4806,68,Gadus morhua,15,1995
4809,110,Gadus morhua,15,1996
4816,1,Gadus morhua,15,2002
4849,1,Zoarces viviparus,16,2000
4889,3,Ctenolabrus rupestris,16,1995
4890,3,Ctenolabrus rupestris,16,1996
4891,3,Ctenolabrus rupestris,16,1997
4892,3,Ctenolabrus rupestris,16,1998
4893,3,Ctenolabrus rupestris,16,1999
4894,3,Ctenolabrus rupestris,16,2000
4895,3,Ctenolabrus rupestris,16,2001
4896,3,Ctenolabrus rupestris,16,2002
4897,3,Ctenolabrus rupestris,16,2003
4898,3,Ctenolabrus rupestris,16,2004
4899,3,Ctenolabrus rupestris,16,2005
4900,3,Ctenolabrus rupestris,16,2006
4901,3,Ctenolabrus rupestris,16,2007
4902,3,Ctenolabrus rupestris,16,2008
4917,1,Labrus bergylta,16,1996
4918,1,Labrus bergylta,16,1997
4919,1,Labrus bergylta,16,2000
4933,3,Labrus bergylta,16,2004
4940,1,Cyanea capillata,16,2002
4943,2,Cyanea capillata,16,1999
4944,2,Cyanea capillata,16,2007
4946,3,Cyanea capillata,16,1997
4954,4,Cyanea capillata,16,1998
4955,4,Cyanea capillata,16,2005
4956,5,Cyanea capillata,16,2000
4957,5,Cyanea capillata,16,2006
4958,5,Cyanea capillata,16,2008
4964,11,Cyanea capillata,16,1995
4972,2,Sprattus sprattus,16,2005
4975,3,Sprattus sprattus,16,2003
4992,1,Centrolabrus exoletus,16,1999
4993,1,Centrolabrus exoletus,16,2000
4994,3,Centrolabrus exoletus,16,2005
5002,1,Symphodus melops,16,2000
5012,3,Symphodus melops,16,1996
5013,3,Symphodus melops,16,1999
5014,3,Symphodus melops,16,2001
5015,3,Symphodus melops,16,2004
5018,4,Symphodus melops,16,1997
5019,4,Symphodus melops,16,2002
5020,4,Symphodus melops,16,2003
5021,4,Symphodus melops,16,2006
5022,4,Symphodus melops,16,2008
5025,5,Symphodus melops,16,1995
5026,5,Symphodus melops,16,2005
5032,2,Crangon crangon,16,1997
5034,1,Merlangius merlangus,16,2006
5035,1,Merlangius merlangus,16,2008
5037,2,Merlangius merlangus,16,1996
5038,2,Merlangius merlangus,16,2001
5043,6,Merlangius merlangus,16,1999
5044,6,Merlangius merlangus,16,2004
5047,8,Merlangius merlangus,16,1998
5053,12,Merlangius merlangus,16,2000
5055,28,Merlangius merlangus,16,1997
5058,29,Merlangius merlangus,16,1995
5090,4,Crystallogobius linearis,16,1995
5108,2,Pollachius pollachius,16,1995
5114,3,Manetyngel unknown,16,2006
5115,3,Manetyngel unknown,16,2008
5116,4,Manetyngel unknown,16,2007
5119,1,Psetta maxima,16,1995
5120,1,Psetta maxima,16,2000
5122,2,Labrus bimaculatus,16,1998
5133,1,Pleuronectes platessa,16,1996
5134,1,Pleuronectes platessa,16,2006
5138,2,Pleuronectes platessa,16,2005
5177,3,Pomatoschistus minutus,16,1995
5178,3,Pomatoschistus minutus,16,1996
5179,3,Pomatoschistus minutus,16,1997
5180,3,Pomatoschistus minutus,16,1998
5181,3,Pomatoschistus minutus,16,1999
5182,3,Pomatoschistus minutus,16,2000
5183,3,Pomatoschistus minutus,16,2001
5184,3,Pomatoschistus minutus,16,2002
5185,3,Pomatoschistus minutus,16,2003
5186,3,Pomatoschistus minutus,16,2004
5187,3,Pomatoschistus minutus,16,2005
5188,3,Pomatoschistus minutus,16,2006
5189,3,Pomatoschistus minutus,16,2007
5190,3,Pomatoschistus minutus,16,2008
5205,3,Pollachius virens,16,2007
5206,4,Pollachius virens,16,1995
5219,3,Clupea harengus,16,2003
5229,1,Salmo trutta,16,1996
5230,1,Salmo trutta,16,1997
5231,1,Salmo trutta,16,1998
5232,1,Salmo trutta,16,1999
5233,1,Salmo trutta,16,2000
5234,1,Salmo trutta,16,2004
5235,1,Salmo trutta,16,2008
5248,4,Salmo trutta,16,2002
5249,4,Salmo trutta,16,2005
5252,5,Salmo trutta,16,2006
5254,6,Salmo trutta,16,2003
5255,8,Salmo trutta,16,2001
5257,10,Salmo trutta,16,2007
5258,16,Salmo trutta,16,1995
5259,2,Polioptila caerulea,16,2003
5264,3,Asteroidea,16,2000
5266,4,Asteroidea,16,1996
5298,3,Platichthys flesus,16,1995
5299,3,Platichthys flesus,16,1996
5300,3,Platichthys flesus,16,1997
5301,3,Platichthys flesus,16,1998
5302,3,Platichthys flesus,16,1999
5303,3,Platichthys flesus,16,2002
5304,3,Platichthys flesus,16,2004
5305,3,Platichthys flesus,16,2005
5306,3,Platichthys flesus,16,2006
5307,3,Platichthys flesus,16,2007
5308,3,Platichthys flesus,16,2008
5318,4,Platichthys flesus,16,2000
5319,4,Platichthys flesus,16,2001
5320,4,Platichthys flesus,16,2003
5336,2,Gasterosteidae,16,1998
5337,2,Gasterosteidae,16,2000
5338,2,Gasterosteidae,16,2004
5339,2,Gasterosteidae,16,2006
5340,2,Gasterosteidae,16,2008
5350,3,Gasterosteidae,16,1997
5351,3,Gasterosteidae,16,1999
5352,3,Gasterosteidae,16,2005
5353,4,Gasterosteidae,16,2002
5359,1,Carcinus maenas,16,2000
5360,1,Carcinus maenas,16,2008
5363,2,Carcinus maenas,16,2002
5372,3,Carcinus maenas,16,1995
5382,2,Palaemon adspersus,16,2001
5383,2,Palaemon adspersus,16,2002
5384,2,Palaemon adspersus,16,2005
5385,2,Palaemon adspersus,16,2006
5386,2,Palaemon adspersus,16,2008
5392,3,Palaemon adspersus,16,1995
5393,3,Palaemon adspersus,16,1997
5394,3,Palaemon adspersus,16,2003
5395,3,Palaemon adspersus,16,2004
5399,4,Palaemon adspersus,16,1998
5400,1,Trisopterus minutus,16,2008
5406,3,Trisopterus minutus,16,2004
5411,3,Trachurus trachurus,16,2004
5414,2,Gobiusculus flavescens,16,2001
5415,2,Gobiusculus flavescens,16,2004
5416,2,Gobiusculus flavescens,16,2008
5428,3,Gobiusculus flavescens,16,1995
5429,3,Gobiusculus flavescens,16,1999
5430,3,Gobiusculus flavescens,16,2006
5436,4,Gobiusculus flavescens,16,1996
5437,4,Gobiusculus flavescens,16,2005
5438,4,Gobiusculus flavescens,16,2007
5446,1,Sygnathus typhle,16,1995
5447,1,Sygnathus typhle,16,1998
5448,1,Sygnathus typhle,16,1999
5449,1,Sygnathus typhle,16,2006
5470,4,Sygnathus typhle,16,2000
5483,1,Gadus morhua,16,2001
5484,1,Gadus morhua,16,2003
5485,1,Gadus morhua,16,2004
5496,6,Gadus morhua,16,1997
5497,6,Gadus morhua,16,1999
5502,8,Gadus morhua,16,2007
5506,10,Gadus morhua,16,2000
5512,14,Gadus morhua,16,1995
5513,19,Gadus morhua,16,1996
5514,16,Gadus morhua,16,2005
5519,22,Gadus morhua,16,1998
5537,1,Solea solea,16,2003
5548,1,Scorpaenidae,16,2000
5549,1,Scorpaenidae,16,2005
6167,1,Zoarces viviparus,18,1996
6169,2,Zoarces viviparus,18,1995
6225,3,Ctenolabrus rupestris,18,1995
6226,3,Ctenolabrus rupestris,18,1996
6227,3,Ctenolabrus rupestris,18,1997
6228,3,Ctenolabrus rupestris,18,1998
6229,3,Ctenolabrus rupestris,18,1999
6230,3,Ctenolabrus rupestris,18,2000
6231,3,Ctenolabrus rupestris,18,2001
6232,3,Ctenolabrus rupestris,18,2002
6233,3,Ctenolabrus rupestris,18,2003
6234,3,Ctenolabrus rupestris,18,2004
6235,3,Ctenolabrus rupestris,18,2005
6236,3,Ctenolabrus rupestris,18,2006
6237,3,Ctenolabrus rupestris,18,2007
6238,3,Ctenolabrus rupestris,18,2008
6257,1,Labrus bergylta,18,1997
6258,1,Labrus bergylta,18,1998
6259,1,Labrus bergylta,18,2002
6260,1,Labrus bergylta,18,2003
6266,2,Labrus bergylta,18,1995
6267,2,Labrus bergylta,18,2005
6268,2,Labrus bergylta,18,2007
6269,2,Labrus bergylta,18,2008
6273,3,Labrus bergylta,18,1996
6274,3,Labrus bergylta,18,2006
6289,1,Cyanea capillata,18,1996
6295,2,Cyanea capillata,18,2005
6299,3,Cyanea capillata,18,1998
6300,3,Cyanea capillata,18,1999
6309,5,Cyanea capillata,18,1995
6313,7,Cyanea capillata,18,1997
6316,10,Cyanea capillata,18,2006
6318,14,Cyanea capillata,18,2008
6323,2,Sprattus sprattus,18,2004
6333,2,Aurelia aurita,18,2005
6339,1,Centrolabrus exoletus,18,1997
6340,1,Centrolabrus exoletus,18,1998
6341,1,Centrolabrus exoletus,18,2000
6342,1,Centrolabrus exoletus,18,2001
6344,3,Centrolabrus exoletus,18,2005
6345,3,Centrolabrus exoletus,18,2008
6350,1,Symphodus melops,18,2007
6357,3,Symphodus melops,18,1996
6358,3,Symphodus melops,18,2004
6359,4,Symphodus melops,18,1995
6360,4,Symphodus melops,18,1999
6361,4,Symphodus melops,18,2000
6362,4,Symphodus melops,18,2001
6363,4,Symphodus melops,18,2002
6364,4,Symphodus melops,18,2003
6365,4,Symphodus melops,18,2006
6368,5,Symphodus melops,18,1997
6369,5,Symphodus melops,18,2005
6370,5,Symphodus melops,18,2008
6382,1,Merlangius merlangus,18,1999
6390,2,Merlangius merlangus,18,1995
6391,2,Merlangius merlangus,18,2007
6396,4,Merlangius merlangus,18,1996
6399,6,Merlangius merlangus,18,2001
6400,6,Merlangius merlangus,18,2003
6406,13,Merlangius merlangus,18,1997
6426,2,Crystallogobius linearis,18,1999
6431,4,Crystallogobius linearis,18,2006
6446,3,Pollachius pollachius,18,1995
6447,2,Pollachius pollachius,18,2008
6449,3,Pollachius pollachius,18,1999
6453,6,Pollachius pollachius,18,2001
6463,9,Pollachius pollachius,18,1996
6492,2,Scomber scombrus,18,1997
6493,2,Manetyngel unknown,18,2004
6498,3,Manetyngel unknown,18,2006
6501,5,Manetyngel unknown,18,2007
6502,5,Manetyngel unknown,18,2008
6511,1,Labrus bimaculatus,18,1999
6512,1,Labrus bimaculatus,18,2003
6513,1,Labrus bimaculatus,18,2006
6515,2,Labrus bimaculatus,18,1998
6533,1,Pleuronectes platessa,18,2005
6534,2,Pleuronectes platessa,18,2001
6570,3,Pomatoschistus minutus,18,1995
6571,3,Pomatoschistus minutus,18,1996
6572,3,Pomatoschistus minutus,18,1997
6573,3,Pomatoschistus minutus,18,1998
6574,3,Pomatoschistus minutus,18,2000
6575,3,Pomatoschistus minutus,18,2001
6576,3,Pomatoschistus minutus,18,2002
6577,3,Pomatoschistus minutus,18,2003
6578,3,Pomatoschistus minutus,18,2004
6579,3,Pomatoschistus minutus,18,2005
6580,3,Pomatoschistus minutus,18,2006
6581,3,Pomatoschistus minutus,18,2007
6582,3,Pomatoschistus minutus,18,2008
6601,2,Pollachius virens,18,1998
6607,12,Pollachius virens,18,1995
6611,1,Pollachius virens,18,1996
6613,9,Pollachius virens,18,2001
6619,1,Salmo trutta,18,2006
6620,1,Salmo trutta,18,2007
6623,2,Salmo trutta,18,1997
6624,2,Salmo trutta,18,2003
6625,2,Salmo trutta,18,2004
6626,3,Salmo trutta,18,2002
6629,4,Salmo trutta,18,2005
6636,3,Asteroidea,18,1995
6646,1,Platichthys flesus,18,2005
6647,1,Platichthys flesus,18,2008
6652,2,Platichthys flesus,18,1999
6653,2,Platichthys flesus,18,2001
6654,2,Platichthys flesus,18,2004
6655,2,Platichthys flesus,18,2006
6667,1,Scophthalmus rhombus,18,1998
6669,1,Gasterosteidae,18,2002
6670,1,Gasterosteidae,18,2005
6672,2,Gasterosteidae,18,2003
6680,3,Gasterosteidae,18,2008
6682,2,Carcinus maenas,18,1996
6683,2,Carcinus maenas,18,2003
6687,2,Palaemon adspersus,18,1995
6688,2,Palaemon adspersus,18,1997
6689,2,Palaemon adspersus,18,2003
6693,3,Palaemon adspersus,18,1996
6714,1,Trachurus trachurus,18,2003
6732,2,Gobiusculus flavescens,18,1999
6733,2,Gobiusculus flavescens,18,2000
6734,2,Gobiusculus flavescens,18,2002
6735,2,Gobiusculus flavescens,18,2003
6751,3,Gobiusculus flavescens,18,1997
6754,4,Gobiusculus flavescens,18,1996
6755,4,Gobiusculus flavescens,18,2001
6756,4,Gobiusculus flavescens,18,2004
6757,4,Gobiusculus flavescens,18,2005
6758,4,Gobiusculus flavescens,18,2007
6759,4,Gobiusculus flavescens,18,2008
6772,1,Sygnathus typhle,18,2000
6773,1,Sygnathus typhle,18,2003
6774,1,Sygnathus typhle,18,2004
6775,1,Sygnathus typhle,18,2007
6776,1,Sygnathus typhle,18,2008
6805,1,Spinachia spinachia,18,2005
6806,1,Spinachia spinachia,18,2007
6808,2,Spinachia spinachia,18,2008
6823,3,Spinachia spinachia,18,2000
6832,1,Gadus morhua,18,2007
6838,2,Gadus morhua,18,2008
6842,6,Gadus morhua,18,1998
6858,6,Gadus morhua,18,1997
6859,7,Gadus morhua,18,2001
6861,7,Gadus morhua,18,2006
6864,8,Gadus morhua,18,2000
6865,8,Gadus morhua,18,2002
6872,13,Gadus morhua,18,1995
6873,11,Gadus morhua,18,2003
6879,16,Gadus morhua,18,2005
6884,21,Gadus morhua,18,1999
6893,159,Gadus morhua,18,1996
6915,1,Anguilla anguilla,19,1995
6974,3,Ctenolabrus rupestris,19,1995
6975,3,Ctenolabrus rupestris,19,1996
6976,3,Ctenolabrus rupestris,19,1997
6977,3,Ctenolabrus rupestris,19,1998
6978,3,Ctenolabrus rupestris,19,1999
6979,3,Ctenolabrus rupestris,19,2000
6980,3,Ctenolabrus rupestris,19,2001
6981,3,Ctenolabrus rupestris,19,2002
6982,3,Ctenolabrus rupestris,19,2003
6983,3,Ctenolabrus rupestris,19,2004
6984,3,Ctenolabrus rupestris,19,2005
6985,3,Ctenolabrus rupestris,19,2006
6986,3,Ctenolabrus rupestris,19,2007
6987,3,Ctenolabrus rupestris,19,2008
7009,1,Labrus bergylta,19,1999
7017,2,Labrus bergylta,19,2006
7024,3,Labrus bergylta,19,1996
7025,3,Labrus bergylta,19,2001
7026,3,Labrus bergylta,19,2002
7027,3,Labrus bergylta,19,2004
7032,4,Labrus bergylta,19,1995
7033,4,Labrus bergylta,19,2005
7034,4,Labrus bergylta,19,2008
7038,7,Labrus bergylta,19,1998
7040,8,Labrus bergylta,19,1997
7041,8,Labrus bergylta,19,2003
7042,8,Labrus bergylta,19,2007
7058,1,Cyanea capillata,19,1997
